phrase,image,category
split the difference,20163057267585138430843204301862875267853477826349304826537257047258846431803,Figurative
mutton dressed as lamb,2041968426147049283479504407538438315480073765345274913570219277318623900235,Figurative
buy the farm,80188709224810215739615994857116882959371899299898145885435244341077891590886,Figurative
pull the wool over someone's eyes,25923736314767917531109761991168265938932650740609347805379006030643012225750,Literal
rattle someone's cage,51997859889588174011446099018901105009414508759902501873772136682973449022285,Figurative
in the long run,70889746836205285990842656799575347040774966145748755519771580151053183116502,Figurative
sick as a parrot,93673884419743520611963872831608219111119426008373466176395241346685134928068,Literal
spit feathers,30486145534154979099253746793709255545512662554702229458681363306062748854651,Figurative
seize the day,87436741909172786612544212078563097733565606705322346497136774542318722604455,Figurative
play for keeps,110573263028777464409005511946431168379038849102496506670722476842735436719577,Figurative
brass neck,51143117757514116042811697427588818831717279979255652140466452519816701382701,Literal
cry foul,21191422701539696470137193743953766294975100290126629164024599887871338871437,Figurative
out of the picture,114972381239253348650994391216204309019105361210650922558219569127430555567,Figurative
armed to the teeth,72062886001192914075803059962902751062697622202387355804996730679849459993909,Figurative+Literal
go the extra mile,54056598349181956471769252315888573757453484875577153174436602156465245284035,Figurative
set eyes on,25517716440603004103092290784209856566907173883695489853690729998988299885974,Figurative+Literal
to a turn,69730985188870656557234354805862544337506127904772320019290990028302336411647,Partial Literal
out of this world,53711668552720441470757854420091051374081504993788680510316437827712826925874,Literal
let the cat out of the bag,206655702356958421502632728521793462497303090335248728355630690429834556665,Literal
prop up the bar,72173444022656434650103709212094612145030227163372502651757673673103788624696,Figurative+Literal
back to square one,55546100536237338417319499609236777534426484020027521116538327290318009747032,Figurative+Literal
ahead of the game,7373535242053858484406797498471409928924248700398975494606301625763942102421,Literal
play for keeps,89630866157821677731611030115217071572340415768307592068991751113877311972440,Figurative
out on a limb,91283179559498620069226365158951616020953142900888336265248758871370079609621,Figurative+Literal
cost the earth,16380457297843392561301287617615960230315141749667413959719402257961019916352,Figurative
green light,3093654041281525560988259468570045064640953852965125500929558261715099790965,Figurative+Literal
jump on the bandwagon,113669103414323995300134263838219844748826079913462677794304029292105699917382,Literal
save someone's skin,95109158231995953463192947787625096296135010097576116851412619566363976934002,Figurative
hit the jackpot,86166053125311329791946952902968737012705656119050436720696279840648277008776,Figurative
couch potato,28992122243056775558574892921596292173713110935332049578857169510342051487871,Figurative+Literal
in business,104190305510623600190851333835642560544178192508828447774503432529107848073056,Figurative+Literal
bundle of joy,93388775460931252998138306092998564587652986297438716151088138550233269293651,Figurative
left and right,16396957689085180828056130911734908312574572347503431066846429056192286603190,Figurative
ruffle someone's feathers,15693001555422851573533053266890343218641402705934362145380036376123699923354,Partial Literal
off the hook,59263216281742410857954498473220618010482153144473347458055945685280577039425,Figurative
chicken feed,53144793700179041615360163164477912507369955995759978104805685627033121666127,Figurative
bang for the buck,35747145903017752871420440592739420437064977645937656071396898589056542850053,Figurative
count sheep,14940990321557982741613660716106042031744627277729988098756860612536339973616,Partial Literal
roll with the punches,98671267585658945968853633556883695039303882393296005479114047189816492851963,Figurative
tell tales out of school,32873114510165371790918124856061586057703595641397332609891147818405488299490,Figurative
paint the town red,4439993875549864446082028772071433169618149997006073691416195367345844456656,Figurative
hit the skids,4433967666001047038128761467679420764335391459897999447129080083590642370952,Figurative
chew the cud,18798424359317494244972434505142933665562003166209851738694083829350515659767,Figurative
grist to the mill,97674968171059341780192061863136349867348044501151838643046274187232388505457,Partial Literal
hum and haw,109273068089309769795917930131446975916445444848762134580774145952721511550626,Figurative
put words in someone's mouth,44091994168283463458969852299772976350720483407304916888013393707178567897819,Literal
see the light,49263448520257850525128781801658897094841813720296316566634523512606438155479,Partial Literal
greasy spoon,89105863040313165654349491203272677264129238507839587097731156075834894485184,Figurative
lock horns,70599826425653512252823475403202216922637580200220630783277002611214469611915,Figurative+Literal
make hay,92380998068039308414893209475192627979276918578281425568691557159632349526294,Figurative
put down roots,50497330533680553367003542805852123709677420911988997267973720865874591323250,Figurative+Literal
out of pocket,90832781722330853623423801720458978503721155406405987118994232665652839609119,Figurative+Literal
to a turn,11165161921598795173110325139517618454286814902322305094095149481823156539234,Literal
broad in the beam,19645877940849753128234129067343242264755676403076740644811744058011267574166,Figurative
let the cat out of the bag,70099726132050111753028837198519112802099663642404224603694891663786552921236,Figurative
on top of the world,113514258090261818699943644863974003608016468746031975013266157915391624119031,Literal
go by the board,50329848179987053152193925488518009054810578579204741017216189385037462076876,Figurative
spit feathers,88604681082360749881415782816774120514400621973243881732403993505994519998622,Figurative
go by the board,49894007719234871810766513387721978778264269384432745387463950359289630487882,Figurative
beat the clock,31083984676293119438055607683199205898699688011562005627953954357722003870625,Figurative
cast the first stone,21796571883421554311975556117524982576996872356620398945768169053510721263319,Figurative+Literal
out of line,26056607754305476086657870427499466249641893292886338348126359755149017706121,Figurative
cross swords,72319099795303561188388635545842162218464334672968408251211092606990924341190,Figurative
take the count,4178402697547932246200516192083621519115334296754848381227738874593496078410,Figurative
look the other way,110236981441825851099814409607384647923845128927819818828763245858645782144679,Figurative
chew the cud,30609551471132537850669133382914072271794776771150547331285274616842883491092,Figurative
go by the board,102948320063740455038677368979517371176260999457013722223697168594644274039727,Figurative
green light,59007978712524663349819395683798383046481449334036080672744924804859452294418,Literal
sit tight,42387567830143672112880775006897443311101595960821796635786468023656423621271,Figurative+Literal
ride herd on,70063309061200882628143864443557065749198116514919169389756322880876096401495,Literal
touch wood,83168207163881171813245651021739877044954730572683631444073679906076080786472,Literal
easy does it,34515054879540193627320571546470185139780596163097284113666283974287643476976,Figurative
spit feathers,67324863868489015345642788628413878393261116299010955680690954060835000793863,Figurative
go ballistic,98702708977128296908141258609031811039551925464730682279788455470719395422410,Figurative
set eyes on,83859559815442548398683097683650080638043270899744743452134974059013779428550,Figurative+Literal
up a tree,12799915994614882235691297521471623352872171283968829916011150775025915609355,Figurative
odds and ends,3286988813810613262271781469843825428104989187873139826449236773442468360498,Figurative
set eyes on,46013348082248977573247987624354992875892230523710514704446973314639502134220,Figurative+Literal
under lock and key,94769063609166089576600557642049301906792386618781142429896939900540269314858,Figurative
sell like hot cakes,44945729303906455303859315623766900666769506273257854674666220786419632943149,Partial Literal
couch potato,48021531481041025790193921692092726996392620312256057662587243638505918317493,Literal
take someone to the cleaners,29394054904941532600515943690023809719851865628669092366599420793711138182717,Partial Literal
cross swords,25830177612801798124158972038404280868425871580772545264626063945861203275228,Literal
kick up your heels,91791884060308603730948741758591407731436784606883774767120255178040869084506,Figurative+Literal
out of this world,114587662820419087255762943292177741463343267290559196841346648096432717291938,Figurative
carrot and stick,335685286635188600613055342157527396067487446542983099617512736301512956042,Figurative
all wet,89366607389983486037594002359755645664966410256517550389249487951571587945918,Figurative
go by the board,20308581790482295238429727748834719340175152983524687196416731263207754732806,Partial Literal
slap on the wrist,72097506717028529269224311995668667272417417229257660118923234213322792314363,Figurative
easy does it,101649504830008730031276802747421292930569309117298245596008627331556263891701,Figurative
tired and emotional,45325745111511778544788440515962448394664832155837124102336039730452016379450,Partial Literal
tie the knot,93534697534181494085121264392057105816767593524145972364195630947415316926206,Figurative
cut a rug,22526523501352090127826876245645592839295727213214945784595506359961190552291,Literal
blaze a trail,7602605360779282004306209192287948264432555656024210765019345765608049172111,Figurative
let the cat out of the bag,83522863190916224699759654950651529113912262621541964984773481078535330328971,Figurative
last hurrah,108153558282722709516013629618069713831398913512859096272944131718538022157911,Figurative
fall between two stools,59592248023980065761047123943210627711699414778888636282349656603501367557233,Literal
dog tired,78976800743900877303704354638407308093237800836617888972051496535669406677573,Figurative
easy does it,76635381892322047445969651439471735398826102806332160377134678369062095483616,Figurative
on thin ice,87659413076236839053756425756037925303890047366101718937144655225180913251206,Figurative
bark up the wrong tree,11663725499442433199293660851533957299717177413428113303034475541188600463462,Figurative+Literal
bang for the buck,105780523841284195662353211625744302674870135998541917846266651469679663348816,Figurative
heads will roll,63706241105000335873917995039219892466282882761200412752654159602345548098977,Figurative
bundle of joy,136682134311541426609807851814130049098285149863053095679449286260086897440,Figurative
on top of the world,39266537690736611426038582662696827500032671707546621261395580167615905156110,Figurative+Literal
go down the pan,21958521799512260979566759725754035889125932186151140918156809339857755387005,Figurative
free rein,51843335107030637401517117361467692157179396257409076993363859480764235777321,Figurative
slap on the wrist,108583026736365244047516212305126444715345846874978557157654565920556339335198,Figurative
go bananas,26110564365786749217502561695373061485970568875062058206946943173206940306552,Figurative
blaze a trail,5035312558628359940956565117011942786186544119609961044905866942491139408222,Figurative
in two shakes,68595288143775816027835646049895159976598051175905252434426053800269199412901,Figurative
on the trot,12517180143648431236712087513126527959624981657914150950372033602291248525537,Literal
take the count,14898159769300736496144296636496648073418848680428879553944199190766727421698,Literal
laughing stock,54880206283573147114020380369021515650124058889740858306707041297385806480448,Figurative
keep mum,29576130437173379784440319315341404724806243187634106643210779407348372190415,Figurative
bite someone's head off,115368575372134271405921553349188494303322261698952677777460052127352199166770,Literal
dog tired,71330694200734600125776429272613903618714712713435775603901521717110057264247,Figurative+Literal
get stuck in,10273400383640894948758043963771579628832308985849963237863142859578838590124,Literal
run out of steam,51774996668348325340692428441924626478104427979210542050685117901304099574564,Figurative
up the river,52555035889052194605582917155475669972418350866378410847604334621726136257278,Figurative
make a monkey of someone,32806232315737081113904244919807186048047330472229797634747411727436403740874,Figurative
meet someone halfway,54558876754847527243458101361797981143197353704746432415279430166917210389501,Figurative+Literal
run someone ragged,47392673674800029348836984463220921713605798062871655038607659301323760022875,Figurative+Literal
have an eye for,51381165070636704270915760822105410508229462505351577426935752298055527255445,Partial Literal
cut a rug,95877453205978164533015285405650518342999049862145962266421990203313983835887,Literal
dead in the water,82755224148641919961144285774591323281870100232838457108063206474328159149289,Partial Literal
all over the shop,79237627166122872870926911365351269740193388000286975652444367309233676128327,Figurative
kick the habit,104957299354754068062471819660090915359855456112661978667696957450545568085312,Figurative+Literal
with bated breath,87781673463790207433000756032942599147223921172780834486290833516227201632622,Figurative+Literal
slap and tickle,48810702740762755536389626457606788653025083620713947510545826283505685425193,Figurative
in a nutshell,95659470734365001288779196148615712039793125650690260534818868152126662862830,Partial Literal
make ends meet,28288686118450698496957322063737979905249335266667562397896153963833510805619,Figurative
turn heads,24133163704507941506472693585686198915245131067877496839227094685921698551950,Literal
feast or famine,17836423979825505637599111641060556016423488785344475789853457766750680348761,Figurative
see the light,45954340140890394033225953444932112999500150248575748789643001406661672167778,Figurative
push the envelope,78437944157203354596297002837680227830229346219370114507227120896261189220168,Literal
green with envy,45824766848715826730694188913203934842672760101469493289711883968462609611857,Figurative
out of the running,27543903416736043302499556537256158080936780604101801193336033198370387887013,Partial Literal
curry favour,29938461419373527464454646673054372561414200350172334067705930759462469023176,Figurative
take the cake,3903611795505611312191515755662525378896417984954167533327181763575481508531,Partial Literal
bend someone's ear,96266943541936777735894325903880177032322818107687720374812823116460803916620,Figurative
take root,103652314595786377058489418765457624829697846220418845621320266887055570397864,Literal
bright and early,75631882010316976631201378814160290081390944902472285983132102099552380234402,Figurative+Literal
off the wall,110586048557284848452233654828606211059078570060597875310138238638993428329513,Figurative
light at the end of the tunnel,104571124456145450953167178208398697136343864446245190823527412733322760863069,Figurative
count sheep,19090809010463428019103871837134396160642305985588329156529420692787278612344,Partial Literal
fall by the wayside,18946021344462096366464424647310411443323768059431032797297246363447455296788,Figurative+Literal
rub shoulders,68099188516451638020881065768195622724855863591024478205040106710622860287913,Literal
neck of the woods,78094611784602799999551788148090637241760311808428669484225636290325206808973,Figurative
few and far between,60506735289997850181315170025380308247742479596580318556930545268031177301370,Figurative
touch wood,26662758279318925110786814641008288303910827185171699038913071305854356890669,Literal
see the light of day,46656372926374327101401401046523621005241712530674387186078992547009381825753,Figurative
blaze a trail,57871935218074696366613696789338600315390488257646675972362052350519882032702,Figurative
out of sight,58426757977410476449170063694235627517043261807302785000865550084049874578350,Figurative
greasy spoon,76093140351844628714807849708314620260267317041985326798661830052199181967187,Figurative
in the ballpark,79697276854199473620505948585010593944000662983345264635799582151697695468678,Literal
foam at the mouth,52043731405463959925780754986203715820536754357157241559010469144536317659454,Literal
shoot the messenger,78627231375482402070602494233135206769128507379027470540212756339645096043575,Figurative
blood is thicker than water,61002018268519226739132983368255878463901077324597477830275731600541178649724,Literal
back to square one,45584959509486532981989277248634945670296970506229145514919198112969956339002,Figurative+Literal
scratch the surface,41549957212001134296429105853670990511633843819369353446217420367753943231879,Figurative
for the time being,35164873201932924270250182354524244909762543323313577434602515547033778138894,Figurative
drag your feet,88966193096635822922737931658013614442066366247834709806888787131970260452545,Figurative
fall off the back of a lorry,63187517361069987785641446342452950574847618056133319312325576556185073798272,Figurative
steal someone's thunder,60114795341967720650565200232302881142063112661777262729583501954549515524248,Figurative
meet someone halfway,20739146139494311619686620353832516840776698311235302365305864374308862388854,Figurative+Literal
come to terms with,57562085557027813808516581082943572603113009083269483296409436518366193035164,Figurative
fight fire with fire,52842292629721973353900263415944511098213426124393458274021402203979588706097,Partial Literal
second childhood,8081716968911224645729655935823392782140298158527935852417262255401879799886,Figurative
small potatoes,98858248390427409010022775946913960199675481077866218655045131368770264712292,Literal
sick as a parrot,31450423276007181353801183108333918948184158042090700094251843056217913373491,Figurative
take to the hills,67521440304794776347322056445706862215272475992581381708021522368335666315735,Partial Literal
keep tabs on,45687426912944498324028842411307531402772001737366056658317695412412967383347,Figurative
turn tail,14314022208456401418905563928746339862192009578224169118832035227542508074453,Figurative
get the boot,34190703330019698197180595082059859369765340180544263034772791889251199469235,Figurative
knock someone's socks off,48873078465967706920255074865600109395332749109559231695337389792300199503697,Literal
ahead of the curve,67256359878729218209103587862897538684394115813941853918408114013626257601189,Figurative
turn someone's head,71163533369288972739608084365004151106872447244741344222427748516169140199432,Figurative
tired and emotional,20188540951806186353272706026190828973227599779453396877347512053171965314613,Literal
pound the pavement,24491122660233871821776580775810402971598781878879079810838578235864790286502,Figurative
six feet under,52181604776534799379916230438169032401190419713143667179809087803762540316246,Figurative
draw stumps,36372808008575423475369019495180467379105297737807915508412271388449052226627,Partial Literal
the ball is in someone's court,96643564428487878284545507622432167130271232109871727102477153847919943486724,Literal
fair and square,18920940272146091918696117761690547704780460960455124886647241733686473903829,Figurative
part company,17641140469950944721892221290134050160386803288327084147879192007475322139,Figurative
on edge,59271298235735030662345229741409437940043644810760674826588052280599329288852,Figurative+Literal
slip of the pen,2870225297198821854418868395215242876498757949157807441234360901270029014827,Figurative
with bated breath,14640329261039321073585534144463940621831290059893454620927236524393022166948,Figurative
bounce off the walls,21596072021661412829140628001840936891553561956349349869632897879936141301139,Figurative+Literal
ruffle someone's feathers,84558195331086474998303216971835480041327730777753502514221289256277311920792,Figurative
slip of the pen,67037714593599636546416809507168427005473238725918190226089770224461973273252,Partial Literal
quick on the draw,32674082022842283415939356096426951423412071159001080906457980105115208324692,Literal
no great shakes,74749499434049179037342517068522674856325301958618291767634556246443537560170,Figurative
pour oil on troubled waters,107765482335761911944784305884705990283990450983339643339791673628224194208671,Literal
everything but the kitchen sink,7022484340825894815624279267752569357551540232141966724050822455814196885987,Literal
straight from the shoulder,73561901232460882015089001838351249921171002123514472775804504770233618027615,Figurative
on a full stomach,39858821298941028195122894315314922555199025531225657528950582721816885381076,Partial Literal
walk all over,54794485170738904694473970078840146441874966927724273745899822689987114974977,Figurative
go the distance,24639840857606766968132994047290411867058092166435457348414988728096315630649,Figurative
peaches and cream,82471998524201569147031959822894771325272514286211291404985633409200798511026,Figurative
kick up your heels,61844203240561066049636341278896047175326605994490770807576899387647206683785,Figurative
everything but the kitchen sink,45380406420829396856808794277611300707640744536145464338461244821535666432513,Partial Literal
on the button,100956204319819588408111715077251931660090721712029487587030515538476703837416,Literal
catch the sun,91777777907312013159512058635914713429187892867924049808470525331117756346692,Literal
keep a lid on,4504034839627830022906924880666021164938879197586342076701210976322945625853,Partial Literal
show a leg,13879275904253081450828459336609587411356955502734633459101658764189925130572,Literal
on the skids,51833617135438557773573404500125908561836766938723906521931948695195939140299,Figurative
hold the ring,13940965514494269536499229199658525364443512399266417901771217147618866734388,Figurative
pull strings,88121410403888186774084165218893420338682897079969079103152121044214205741629,Literal
in your face,68207534414664809309159340704901275303608931450747321809805175910495760836400,Figurative+Literal
hang by a thread,20532648793402600848312503875610755764619827248575325868881703591603480195780,Figurative
run someone ragged,110142476626546614830847703272664665254900143831478655643954125875528317512081,Figurative
fight tooth and nail,36755146202083635637125493975941339555320684555356713625674340934961535443390,Figurative+Literal
kick up your heels,2005363208226124668408876058674592247400389443077582929478357198069675289052,Figurative
ring a bell,52926626524104040993000458726660912353691264722211178477835651491545189891741,Literal
away with the fairies,82440863550317918754285028521249311488861334002870806681877492263618424027151,Figurative
wet behind the ears,40367674160946615788502352113749514783148719522337645997482471889360129773033,Literal
go to seed,59051712962357338708795614268373563684520785496674081792302647385183877453943,Literal
blow off steam,3562829812889191866624913463249517337368771646718988104274301281513732616310,Figurative+Literal
piping hot,24165944079721772112613715472323562282238898165962714432052026097039307241829,Literal
dog tired,28983538969963095144200596684007624216095896657926715209599182567548714018804,Figurative
hold the purse strings,62232207272217021845658760256618267404240181522018191334315694343164001101538,Literal
fast and furious,26133049282233996199362297078677160819491985917172839176213835819357451647101,Figurative
make head or tail of,22461219679583487262342350428306441003088183670261945071686549138817360973180,Literal
split hairs,20398039842814045808992140860219519835692722495801967121264821774120585761216,Figurative
on the money,86409932689031444349059874885376974969559030802964029645262476830031408944924,Figurative
blow someone's mind,91522193165756937855220303675438416004372486122517096469178525905454986226987,Literal
old as the hills,7644116291768773502817627948868030734545825350035767985363758821217730728342,Figurative
blow off steam,96272012636652692020113754374420443766825965248372415963070781159917914635469,Figurative+Literal
play games,115782748657212658764537837829136410876045966012506180956143776029362709212559,Literal
use a sledgehammer to crack a nut,89280895742013001397802557784035462470426786393930498144305715601632095351983,Figurative+Literal
could eat a horse,90024871442312951670186814234496168850799047706155958019344967358828692885316,Figurative
pop the question,6642541254309376553576349979173490902930350045935889097067881769607865453165,Figurative
ride herd on,67816613881432316032084144666906761216400314583876314465479654281283083918046,Figurative
add fuel to the fire,83735150521298555057312649348439978442181835891756779388481611413718181292352,Figurative
shoot the messenger,42809949898409906695875833432104670445287980728527432657638557277487617409974,Figurative
lose your shirt,19878691268345182814405025878482737332861970250980806020864659195911313415381,Figurative
jump down someone's throat,27825031079180191783650679913242395196075223420852701013631847779346277815483,Figurative
cut the mustard,49663080334394189790487734818092557439537118539069883069610289790820110272853,Partial Literal
to a T,77567566131867789957850196188990312371154337605546744775992302184466841491525,Figurative
paint the town red,113270431321122463120068531386949652463767444640852362509875006797829208423418,Partial Literal
armed to the teeth,27084911979914804136132371202713155539591968533455839104378841823411950578128,Figurative
away with the fairies,45046037645514477702352931387843743972407495406626205434058283164443777194961,Figurative
on board,7982851923819851894505341250333139679024877787200926259510674203937797972259,Figurative
with a will,57640710011024733747061491942398836899707222664540519156369422432345735737650,Figurative
up to no good,22365181465690735867258127923438931572969070969360374287339388972255770366876,Figurative
neck of the woods,40414692551795642342740010879872702315246436566573304282760872720235738320006,Figurative
keep your head above water,10754626765007506508956656715481990469603742523399364415858917248236283426732,Figurative
put your shoulder to the wheel,10881627139114851284328723308163706874971507641098789225992617769795790254758,Figurative+Literal
set eyes on,100193557569291983817316683134013633335133882608317354474179476519849999055653,Figurative+Literal
kick up your heels,60651939849740359963612441959559197080144658841252830455010592140583262369316,Figurative
ride high,23541793456566928318667312737728220458807333442500110051906505616326114380005,Figurative
keep tabs on,113647743372225029038102046441935006958954347184478518274475160666881298299805,Figurative
hold your horses,107275096691068285640128875817373667183994151045943390346843956084266976097062,Figurative
carrot and stick,89297681669610081729097384848727023727395126281194956373602073436046928947645,Literal
keep mum,98232615658323415280163396634836178964131825596284081261085737481583292148893,Figurative
out of this world,61209015763634448805299137156952457013457610380808811621712150090168297559315,Figurative
move the goalposts,72153672719018483478858047390226622472942890123300756431318165384162536252255,Literal
go ballistic,39308722593505828558250946908529594540179022229562986045066948319096322001610,Figurative
up the river,82083235284741108662968933640670229581929614016957175491554369274162205335690,Figurative
fall by the wayside,75243478771282292134733447337758091432155624227059894331408926276294904860748,Figurative
from pillar to post,22377684637975159217593146333340389423793097360973742486034294037776865338533,Figurative
out of sight,65542264128088574088080719827574542891885160644669290483146884723916538233373,Figurative
meet someone halfway,31447094311314790832153148778471511243063262436909078189816599143149079721275,Figurative
break the ice,109925813006427429512435923745664372569465150579118349344011660022688923836695,Literal
eat your heart out,14743281258118766179137488910275521775722392528186529191160582193781806545195,Figurative
rain cats and dogs,93237532341684579892190413426543700222738352972561676083422438443250700228485,Figurative
bush telegraph,101022056436451800430017984237324582229230900752637650059299631951514615137602,Figurative
left and right,88910933564805765382475536770514639951181582635323955089600480167037682770802,Figurative
show a leg,113794190027457720192742150895383050790213442346824429283443859777954165966904,Literal
horses for courses,18664717695616228077254605094383423758740747202257968799055060172996736131666,Literal
rake over old coals,108592990748082426487893448717632555812854717389824541821192466875357944141884,Partial Literal
have a heart,115747193390783289763282702083198827152765968940459339932130422311363980579012,Partial Literal
out of sight,19239874680975822499070936971960125732109309810296150485826306911040215385235,Figurative
get the boot,54836898258243750981748519761683659327404147039420058073977428374741783136921,Figurative
on the money,67871528893807458870375670355257197586991783122940854947918945775571181428996,Figurative
out of the box,102654719229529032208111004611738161855096672703859592228570174159154865171921,Literal
hold your horses,106482539350266190878702583023536729635299603695291115088402955154982207390458,Literal
toe the line,87695422283854747944843264742951049220468015257541730106470266562843883646398,Figurative
kiss and make up,102582623005424831056274473499979408788658121492914295131740941998596627129932,Figurative
make a move,50288146343584146635299101024624421981837712543670375656334045627019725515167,Figurative
dog in the manger,109669158463291670256762726760655841633410391155117407534547934856485535897939,Literal
larger than life,43290445561529893908576926614335124094094870531437643048142109308417421549574,Figurative
under the weather,69182163113653682999830523571445008276197354942029860971649630558147735497587,Figurative
get your skates on,94187164246413392965206541342075566313484781907527701304337333565651652425874,Figurative
quick on the draw,40388582673963191963762825602454075812999654019095930690733199363356222947773,Figurative+Literal
peaches and cream,88134475509065721542395031001696938879951812031048560112220363779289954092083,Literal
take the gilt off the gingerbread,53354003642880943254346973476511660110916753407775576149183150943977446300919,Partial Literal
make heavy weather of,44986382214318690434564149584982906177339837797809997816699860889385686590597,Figurative
take a hike,13720914706522843494026719223138001739070071056258090821738664793265777495512,Figurative+Literal
fit the bill,26870509839215755403363234832472818015861182749537889137021629074483541942763,Figurative
keep the wolf from the door,68899088157868362321196848502235872811101162946313270603319520214737260303711,Literal
on the skids,13324366161116177814511293548882206990219522839451148979367072945737514466637,Figurative
clear the decks,5600378432763909228538678662565922670909336434685954486284489003276067685253,Figurative+Literal
go down the wrong way,26993419030192020036447857921315072960931818926731845631656479911513807018536,Figurative
up a tree,18008694416937310425013748525791943600487837811335757353628919653227226153996,Partial Literal
use a sledgehammer to crack a nut,74194008195797142271820752068207159135867369098425937708216433908596378388074,Figurative
walk all over,59244205092091891264509724462286798697251893219409634270021838940466778632807,Figurative
make a monkey of someone,25978869593373608076895089619346698943622890594635319412120115212536795955607,Partial Literal
turn the corner,13384993378148956035113322417183157810131777073473494154224936145811402366143,Literal
in the same breath,34106634467834129894284619297720879342759263300658629333763498288948967426529,Figurative
white hat,56703881935428715447013667668073737406057636639552595935769333636801058265497,Literal
away with the fairies,31775934452352689982338559349074125649058179457585530492018062128584368903943,Figurative
push the envelope,5831681532468925534416426493278709480330269177898216278407899932410912306751,Literal
all wet,115691144459944272342497393780311541865106828341306641108977097866422635567966,Figurative
let the cat out of the bag,111862171924111816202879160550061026766263843941295242431496686055158705898456,Figurative
count sheep,48498586850812085802077264303606647051372060492858257453290368126470306649226,Partial Literal
go down the pan,30110134631437950362860043338381693787079617193394819860489959161399711411764,Partial Literal
keep a lid on,2170677903133944441505767168166354604805514458367712108390651354192174645517,Figurative
walk all over,112427060859294027091313210322762347644961957186448215541009704999924392526042,Figurative
ruffle someone's feathers,28848100525500590158074689948142512882656507062022652838950094043914626634875,Figurative
slap and tickle,50399032270456506032966156442489939716162856629747518488093838348281417834588,Figurative
grease someone's palm,103823547727646265810524227049360374066071642793023213902415816386987227869791,Figurative
keep a lid on,114364929251564350254393177813267493017831562825529635706731730285658833152467,Literal
go downhill,976108975527713743554195183565220374715084580479732549841568488379945842614,Figurative
one-horse race,35350131887860722847814073184593927612726038303360078754879286920639812561698,Literal
up to no good,77243369291892757876943217689230643848880958480508013543075776785402991514668,Figurative
under the weather,50450503092688731756274156571940362773915379162429570167742195936129599401875,Figurative+Literal
put paid to,66622628896065786869699994637348236109241475626077078318980920206517424944485,Figurative
body blow,100609450448300177665761896146004257961986189086215899108596976333233212369340,Figurative+Literal
kick the bucket,3368029467588037720382613127995845921279046399766241931799792131083772667191,Figurative
blaze a trail,18696949426860241733321525648226306555986029846271866358992730718265289704237,Partial Literal
ring off the hook,6774480785316049041077127402741587206521585584776308859031965202575814471155,Partial Literal
run amok,17326020832684995813518032591351935571717306758298581750927515956366210590673,Figurative
on and off,85759963533849621723529941547316500980437651286678530364254628880161021481105,Literal
hit the road,8745046350768606689094242129567814747059514859783343767306566122357423994690,Figurative+Literal
free rein,58506152975464957820671770326646037121135047635578777667027243196703128030925,Partial Literal
turn the screw,79032023461443080396038237199197716846688538531662051510446432897087661160429,Figurative
kill the fatted calf,27714235957780911615713121412061548157239097101316338991929790820487471392946,Figurative
run amok,19375586719487556418059988989396203755573456875403821489710637452874948957214,Figurative
when the chips are down,93247005144713550982805246279176132413327667933865089055119090726272429080967,Figurative
round the clock,45551368328616475549195430993804841370149476257140368662879620178303925646438,Figurative
on board,23909805617791883945709101463135321042464413092534315257225894816574516369271,Figurative
turn a blind eye,10118579446101571017674449765428187450734107222109566630144222495557868199919,Figurative+Literal
go to seed,26072547585999543926779462541498936489300209797672118185007436807180992832165,Figurative
bite your tongue,72591249347890084057595827522268781245758396711765567313130919859742487862309,Literal
hit the skids,58134956895596932686102526694625198171611768786352679969348010884990330998799,Figurative
shut the door on,76094585897291414619751247232956632222744205553873804071230599367025318775841,Literal
lift a finger,70799390705496664377784337777232263145109817899723175621982526990385357854817,Partial Literal
mend fences,57435033687408133188224869184608732478725479123259894070346404556920011977934,Figurative
hold your own,92991518394679388263475729667698673690831724857723974064076112746669513639355,Figurative
kill the fatted calf,103210790794070660162693191554321727151174641725841626081344843572711042015575,Figurative
behind bars,89041645765629898008897427876635305021854569525994206145965367707741952740685,Figurative+Literal
split the difference,31447094311314790832153148778471511243063262436909078189816599143149079721275,Figurative
left and right,106610160952679479075297104670029751488521304148121639483329497510669668052528,Figurative
cook someone's goose,87589400172215308949756739160806749580543089002355680190929541887466062676864,Literal
dyed in the wool,87232633773867931020022753677567367078359405144518892997725170840155777604860,Literal
odds and ends,96901140801149256465619412125868934607422676599135231530699910103704939255587,Figurative
left and right,25182902881141401136035185703109399253213052705920678614800670927884170893647,Figurative
away with the fairies,85168071033053378409132493541970516179503130785901445468675341107437663940122,Figurative
kick the habit,96665348508614492793529139781004693305436287807065968678805901718979099385685,Partial Literal
jockey for position,86672045111056181553848357359285810395013842777452070562292186158649903762410,Figurative
hit the ceiling,73250519558669434731139375110615922295739148249208275643609658535095762936856,Figurative
bite your tongue,29837324100234207601263443097101611863047386535578712621069875945497808537368,Figurative
come to mind,104143966994365430706746535608142363435137568062459379370043991597253655748035,Figurative
make a monkey of someone,18659771199146856176605776613536612885476720423183280920314710738776237952056,Partial Literal
run someone ragged,78791944731799952520836475708648164300541634318940974784896699726428952929242,Figurative
catch the sun,4365885482223207275837606970192251835350686314490656918267075131020276304711,Figurative+Literal
make head or tail of,68412056345361422390331779607221041919383792565477423963457245437033224150049,Figurative
at sea,61590069547829385604774575585833644462467304485415721582478908133052741793058,Figurative
