phrase,image,category
make hay,63432760071039051394036223357193947336778538740344551598651130810317364453015,Partial Literal
bright and early,111569282868431996050159383658629648746779316347271787771159028882717739878336,Figurative+Literal
bow and scrape,84041701666947078487494713072278579514944882480953309331620674229889559336397,Figurative+Literal
on thin ice,82185998229461496652894878605028797259050624585374533170745419004240617318514,Random
ahead of the curve,70088540080071913759519151081466410478821954482389945037499876851336545738301,Random
move heaven and earth,95597805382568430041253545427959155481528029533431077819488872301820147290813,Figurative+Literal
ask for the moon,66876306986959598992433836842945809726505555226547980108373287367025323078989,Figurative+Literal
paint the town red,4439993875549864446082028772071433169618149997006073691416195367345844456656,Figurative
up to scratch,7305895101501024292180545556113864191212114793389261379207703492080500276384,Random
slip of the pen,79720769944893707448367336218927749843883108476999015518605382505953558299328,Figurative+Literal
lift a finger,39903781399448205679270561976948928227416423455002346265101825012449705499052,Literal
throw someone to the wolves,19527279073914817173095679582109213995881640425203881716959933110082803216384,Figurative+Literal
kill the fatted calf,54601539116562142146404710575883516631923860946037723709063680296929538274141,Partial Literal
hard as nails,88016717342053547256146753115296825493861556543266418035262709002971639543822,Partial Literal
in the long term,65823143937415151588448599830970606864492741757852456196642890001475389750979,Figurative
sing the praises of,25263703682899967134824759426519059539405019274921962784642242938811368484235,Literal
throw good money after bad,111909177272730559793830111866536979747203536044569978451839904509876233397030,Figurative+Literal
take liberties,66036131935319481485890542210600600493129372893348429708430416974389325432672,Figurative
put your shoulder to the wheel,77306930944463224386894061717087134478054640509067927054126057028086749181584,Random
hit the hay,93452405790364637931735922389879524711619436408610060559134047623146494611261,Figurative
down the road,51604461038691152669161296781548448254902925616599690207796653272807449026677,Random
in the black,114975229302560634193877966910704233971648134779140554584460277182498754553060,Figurative
take a powder,45941341753254947628879000251955645324620099217110739039042537775758630142052,Random
kick the habit,9188797551532341278985833711522279887725071404755045794411990806861936925158,Random
bark up the wrong tree,8414258678437741320084569380651013132908276810670931436175063920632844356222,Figurative+Literal
in two shakes,56375755216441454646651225141363220342133052357779651347608644186514166564064,Figurative
old as the hills,68577158556529131793921229536199356856699000121883318020296148241348954978303,Partial Literal
kick up your heels,46072562298700466541150689314222507714722608507691665360645121953722411665754,Figurative+Literal
couch potato,80423626812132996955980073770770098274441019778897242985532513735374656289844,Figurative+Literal
on the money,46506482534453014838854623431841065207489480766183549955733971905993388854259,Figurative
throw the book at,91297384485673383353635796870987358334186311161590559476287260524344941966396,Figurative+Literal
by a long shot,95820312241826564058989137678114401295540116852443744731346045132353481033894,Figurative
bow and scrape,77774635736533861019439373004692652160705425644191128550725310701633169112934,Random
burn rubber,99547413083917101820827742237280376794175648267506617899349242080259261432228,Figurative+Literal
take a dive,52196574639779600483607289681633906510700792521706050209091530868641862812743,Literal
have a tiger by the tail,100546551050755062667079196328858470563312734732221657046706447718505592842555,Random
bar none,10561330065600294934095218668159051278004674261104132324760333222353521722769,Partial Literal
with open arms,103462940381289992847271278528131901553571302537558274689244076596017393195040,Figurative+Literal
fight tooth and nail,46584849948875316750716261680499311311578451345349252340083681042320602840946,Random
count sheep,104593087545535352667101861103089177908089271547383841719095768476245728996812,Random
on top of the world,63394553096406879404131308839106869067526663475182203159565065432816867057838,Figurative+Literal
come rain or shine,72481066267254745211243036636239038370741451920900714959917054563227538070052,Random
under the weather,54707724374505886826000737264845822125276393173869359902595668309828900202861,Figurative
name names,6123147688278863362743715321746319994206950832588144287398779781995002708436,Figurative
ruffle someone's feathers,28848100525500590158074689948142512882656507062022652838950094043914626634875,Figurative
look the other way,8415951124722630516415650948417144849825174747504917222772716225498877755287,Figurative+Literal
dyed in the wool,107098282199583247511823852170950230418409955910329217297612356086083857816365,Partial Literal
hard as nails,95998754561200394769317831092178941564262481789723378526288206313785990272191,Literal
kick the bucket,68496573374486577898240889798347617444313443207481442761770420684417231769236,Figurative
pay through the nose,55163449488837758362152272357558880113189737058407916742378450100933659150266,Figurative
tired and emotional,74317477902823737187360933879759934949540880558546943243804036961079450247764,Figurative
cross swords,104445195635038263084753784031633440429755541785417993208352321169114032902637,Figurative
no holds barred,10186631666226604365490970508032986164548769245963117495227793659341062419943,Figurative
on the money,110641894080935952922092417607164477707783813465490627015942125207705761646002,Figurative
split hairs,66874723569578198652374319331210453754355049784052623597530974017021782502459,Figurative
tongue in cheek,81510866698345926163730908396723343062863801615787353965813321587625041425549,Random
get the boot,32152196127374861777305360026184894079021871054946795341605051312825603889096,Figurative
cap in hand,84483029658015245224737001875000100572919013957860543240708960734546705139200,Literal
six of the best,54526262973421463272453614843811949521937259304838262873637222586659914105681,Random
birds of a feather,72985074586123668249776191585486494201733822368287566423303527204171011916102,Random
throw good money after bad,23905752722416850874533969352469678731256099797470548354980448861870399792131,Figurative+Literal
catch someone's eye,86128500196067344229720541341086512304620009159899324972206053282628351756068,Random
high and dry,38838735804809855165666009930548722131852801869230163367326640984428690123589,Figurative
rise and shine,79810233021511732580383111021506576710411762210747375484986207505346843585073,Figurative+Literal
hit home,69651722678998408368116262923194617879470427241497744403479935277232563667042,Random
many moons ago,66176830926345846712702442980236645070699452989779927645441088368148683497053,Partial Literal
out and about,74822078176086646797441405336064999086267666214526576150427727122460757468957,Figurative
rub someone the wrong way,28790521371721149078277868451723294957704720874245484153997697356336751671606,Random
let sleeping dogs lie,93463183449268090036560911423964326348247723964851936506604946140063474419700,Figurative
curry favour,18057951292219530249107469822720406264278528656571868473739938515776983936346,Figurative
in the ballpark,70136119077841623801239758581971193385750222513471382564955388268900767485366,Random
have the hots for,45229454026730950994991954606956012291119210342782567386090745352798482491919,Figurative
save someone's skin,51080651559232206087425416167857985739705642482997892789966913902822542250608,Literal
cut from the same cloth,1513581301012194529756513177884075559804842579421703781762119120844955046753,Random
bright and early,79324007985508249068689521263021002282566255593052343407568338895933483747398,Figurative+Literal
at the drop of a hat,102785691205507590764662198788268656913468580468147310452161176623701773607526,Literal
follow suit,26308817156659617713374223821570893477827208569244054055100399161969391083017,Random
split hairs,40313479187716086296765003267650479360315934239245803627810620130575734831439,Literal
on the back burner,13307997486501277729543021892133493187100914296728376085868264451207069376757,Random
dog in the manger,34479673701423951127323935831853851236000033290021890747510633862132543211087,Literal
grist to the mill,5030665713340708575592831078262184483552526048477699381502926914099002979177,Partial Literal
greasy spoon,55867678134723979519636609033549531715268372212524312495251393684707845593971,Figurative
make a move,109000158157974488802447409939553883939068513890441287729409732514035367030611,Figurative
few and far between,100778453659848081883137839725529895788765587895626563580443745716280611462710,Random
hit the ceiling,91237615915587648284081320354250235368865420753894633834513619871878890689159,Figurative
hold the purse strings,1565758060122339024480300578235529839329895538228192461543134639992548104074,Figurative+Literal
in your face,40330377293515662941444414864360869011663544744739433783099588552183299055385,Partial Literal
six feet under,80991091740026110550017303027740472223862964463111001487623431596323427198779,Figurative
make heavy weather of,70894900572483322946433281606210874169508344558437519589020675426028905948119,Random
rub someone the wrong way,113375056747867518677271785831229275606924142146241751900680118868106372267800,Random
brass monkey,27684577601298567842643423177319143232304780516713494006092589752191805479235,Figurative
second childhood,67687441959736199115114885646780220903505300360053193561731981127161399813476,Literal
odds and ends,13012645742588429484079205647487224482630363258231004818338156567607237542523,Figurative
dressed to kill,79383171687197299154105055296325616618448395224464134832476115510229019957592,Figurative
ring off the hook,74331476814684311383186164574443977426250561035249569704940744620332691657600,Random
turn tail,20027497122826491203368791342514760977157967257402435254967879898473715591657,Figurative
go to the wall,91414779795590945977469091037050254583229521634892488618058565745488597483147,Figurative+Literal
fly the flag,101528252258286726179156796623836874462744640550107898593714339020054350374288,Random
to boot,57689963396996599225077229218570202478545539495737703880778481430012154602652,Random
make a clean break,68821374325339906638830405140515162173850290509173422915699893179957099232256,Figurative
far and away,21014012786514069833796687970826770898555494609167181508882245417452456008958,Figurative
bundle of joy,13778193161574210647257055184586218785534420777411055390069950323338368140095,Figurative+Literal
have other fish to fry,31463410397975132539230609595438218659123078904187118027110127528712353014178,Partial Literal
foam at the mouth,109667444920767536987149420688035445705853712156828058879187056790551273246378,Figurative+Literal
kill the messenger,35098532627185315991911651497939817856338526762571998368401791117606941258204,Figurative
come clean,52010478239759139873927182353507148404328553180801931239880361374938298700505,Random
cook someone's goose,87589400172215308949756739160806749580543089002355680190929541887466062676864,Literal
on the horn,16867981021831839128100250614150875367338310448382855222624356900371567980090,Figurative
come a cropper,112565264242907749924525212617217494308455444118056256636602172076981393229334,Figurative
on edge,94656598938276804621139039674059344881549878902756770760460829244103176229042,Figurative+Literal
prop up the bar,109585730137107251009148612468775920742640108800211816118666391366512603654192,Figurative
kill the messenger,54642727019705396728304711900718168732456784141765861169965139433631062525666,Figurative
take to the hills,61048882369827524456782790142421280903924494636662339803621781417753513696472,Figurative+Literal
round the clock,100856336168549322442353356260001931611832628792773569877914083445852699787548,Figurative+Literal
tell tales out of school,63106796826101586530905876700802283294167657953522187895677649156440417810178,Figurative
go to seed,97093996173569833447066020699902425321473227970497963966236996962075576858865,Random
peaches and cream,45792409937157543068456829521112628990972559752801901063610487138297133224643,Figurative
foam at the mouth,109713743655961430699380053575877652608337415415936917514686717979433340113206,Figurative+Literal
it takes two to tango,49932993699457999274110744774748727567527884642277116521121545584855924962679,Random
take the fall,55611005520268468448392106157133464634460478630418788607441925481755532085973,Random
press the panic button,78612305108889475456480216644344018537120032181077083559124475951169841780778,Random
keep the wolf from the door,46372902164183629219596841981996518506501773742794895615866782797969996905990,Figurative
come up smelling of roses,3111587498708637027580214655180997296343140588733009799514390613849791035142,Random
bow and scrape,94374005676493830334393879740977777785255122428617438752694644969599652741294,Figurative+Literal
on the trot,6531431605994001349461950142267769689863594337954709570047538433478043850585,Literal
keep a lid on,2170677903133944441505767168166354604805514458367712108390651354192174645517,Figurative
roll with the punches,40290425575871862973453855116545657071570750110709981855497015975644412846757,Figurative
hair of the dog,53538100716486936302386753899915304522667246111504852653300002240408757646046,Random
down the tubes,112704801514344855421001602472324468145497262563549640805151229927764958839998,Figurative
catch someone's eye,8026783268612412733296923513439020755243738401111476369236108290237946905871,Figurative+Literal
and all that jazz,58511098258765012304274978421439308842333559494350575483620400932866210274674,Literal
rake over old coals,7031794818596621271816252975765853356294324914609810307258135522738415435296,Random
talk out of turn,96851022384969594383806469035304044313535603071858799181108545567958196003853,Figurative
kiss of life,89312984520957287444685839444802758953561704215501036543020869662754821759032,Figurative
shoot the messenger,72810563851381760961968613769168562450135689552206843343772421738945452562453,Figurative+Literal
throw the book at,56312582461299848906617870631378470879602879247064547416459196168736211735854,Partial Literal
second childhood,86251050788546332025935078250408154334000131736008146372971002404242111903497,Literal
in the long run,32650136549426681381581484557832958440041951079495193728799411830607553183552,Random
turn tail,57735582800726997676320940802740789122342640420350104949091012418814827276600,Figurative
have the hots for,18285493453883621294926604789249798356852962269047145557437032073000904904938,Random
raise the roof,79579021197633912597832687378390766192414984635235580755001352971880533619518,Literal
steal someone's thunder,60114795341967720650565200232302881142063112661777262729583501954549515524248,Figurative
on top of the world,102779413939489579614993209755511643545814871229045069935052980951358370048,Figurative
up to here,59912596819669225323652615345405498515540714008554340842566525448783295332956,Figurative
hold your own,40390490616981782440437610885524512136700384829734996690457405522514854203326,Figurative
fit the bill,14355462405008361401518400346726113737202267038824920312690456103562961622409,Figurative
quick on the draw,32674082022842283415939356096426951423412071159001080906457980105115208324692,Literal
king of beasts,94716945043642271903247895567918639976189046709655451869583889965973219270641,Figurative+Literal
on top of the world,90841244187705623107401129130130716335846774396969413578044558346743512361130,Figurative
eat someone out of house and home,49050660080430253891162725498390062056798312153868780182260068335536149548774,Random
under a cloud,13046100504363572203290632024021710028158720677690648000365219762308741224774,Random
the joke is on someone,62652775660263873293318301452575683368261262201752875146715490316189392555543,Figurative+Literal
beat the clock,87871233350617512422355759109355506298310668438316901561179246029978896395373,Figurative
up a tree,73048526174107843373040530549994272649072930935745126787783713834561997682710,Figurative
hit home,3059627860438997415923433639576382951569927509948001739337348683725614689662,Random
from stem to stern,41474823470146216876057614914492550546733324513491016415291755151309134219557,Figurative+Literal
pump iron,7485510986620363290907942036764331396117657187002875775533274701645626212839,Figurative+Literal
it takes two to tango,100155510940978906988373848499386950910067732510615183356024841968992534542877,Figurative
take a leaf out of someone's book,43025372298102063132552872853309299941651329536722135129545808048628760729653,Random
bang for the buck,96360126200579462203614722056378471452650380623655198656424978964090458297417,Figurative
in the black,93212446538732530362200405110717074763008284681097698637195698054631530195825,Random
fall from grace,111879833827014300600790415364820382543482149967977244873257218494252698580990,Random
behind someone's back,92027818671861375104542439947198482390343110567589977179258754974917737080536,Random
go to town,53208766948526872153513899718384364518751997263562547048960083288666269863907,Random
quick on the draw,44748319186753634838288647192919754515150448678810923247591291668738457698197,Random
money for jam,96161899182148812380255217408185077172115799789780188976790206202791922368912,Random
behind someone's back,85300469741681005455909641784318785504632808794623200070794343130776898381062,Figurative
last hurrah,108153558282722709516013629618069713831398913512859096272944131718538022157911,Figurative
it takes two to tango,19633356879432070191356887870597645381745204165419601972498993440292541394701,Figurative+Literal
shrinking violet,113470345738434932038269032791517920720873575384504629053058590140364021314159,Figurative+Literal
rattle someone's cage,51997859889588174011446099018901105009414508759902501873772136682973449022285,Figurative
close to home,26672175333854780095798044922267085488932186414165546248316014434954736087103,Random
put paid to,58695456866338481026865089612847738868053559024243091267918774033917720886818,Figurative
hate someone's guts,83511861673190980870662501067169068616959617003818850326453089326947785116068,Random
hang by a thread,55990530373222935728407967888348764841704170487015252066611599666454883917050,Figurative
brass monkey,89641348719303306850877641217362105705398653942247332170294994625592855104718,Figurative
on the double,114655338471055870504702974497872228071746752216514155953274292022433371061802,Random
fall by the wayside,89055416227953794976355438151786940823657618627439844625942882677464123148979,Figurative
rub someone the wrong way,60694866425722079297224565860216202133723762941132502351655259822849581053282,Figurative+Literal
scratch the surface,41549957212001134296429105853670990511633843819369353446217420367753943231879,Figurative
rank and file,93968879030982797601505975158629720318436362324441043814524674343140862924881,Random
pick up the tab,56683658954324009063230714006997267324754478897793579236033020385084509476559,Random
seeing is believing,77308761983055999130322215091945724481957148868003601322980687232337028369477,Random
go to the wall,9592793915118335257676396102320671619653140181961161110075664762109851843416,Random
set the wheels in motion,114267969028588103005210264271878733421969514519062072312386129380003339640109,Literal
turn the screw,112882918942370816750756801755643658183221886979274032761418888618047092001190,Random
hard as nails,101365023510362006512903950258105798200138310835321636187278292039548431677010,Figurative
chew the cud,55563973625512599571962384262034764697109877084155043757478834018667972437460,Figurative
pick up the tab,21764118831169431984406232812075196417641219103021475903597245598381926225900,Figurative
all over the place,110099127277787410197943388899215367482001497998691926246491681349161080019868,Figurative
catch the sun,430105616363064945219791196881010888343148580047763616394939525104298656857,Figurative
throw a wobbly,90115567591346198237586290836802159173793829052049952610395882277325677820266,Random
from stem to stern,101320433577066427612101021937954019919911316643303897338681346712456935410808,Random
with a will,57184577280165434911054811361182671014172591251611007047015176451514701801204,Figurative
beat the clock,103408098302554510254179762825759627616154840090732516515647999608878097173813,Figurative+Literal
see the elephant,42317709989410046292303436146039142178700441128626050845021457602506757675805,Figurative+Literal
go to seed,6980951001122803607014585503161856314314863540412932632952000837932084312824,Figurative
the bee's knees,57035957179800016739256621536330848986555562558340703091568886286776554612875,Literal
wet behind the ears,15088573921214793870402395381538235074714593361819999038612003408881779341799,Figurative
brass neck,51143117757514116042811697427588818831717279979255652140466452519816701382701,Literal
hang tough,51651022729250498668061537752848026961337873564538809755474620716019000412420,Figurative
behind someone's back,80687827230539513067072540117079061642931288162179833250769847885917945116271,Figurative
tell tales out of school,45025013474205753869865386511634647438733338320748147512734176291159657086266,Figurative
take a leaf out of someone's book,37284223648151123823458154460611050602006609674025149881275664701246344830455,Figurative
in the driver's seat,27498942240416001827028655805432783099942405930286918535902799548123770078243,Random
horses for courses,3065501302770468288037997834307719741621446370934184060273729478731052484150,Figurative
straight from the shoulder,2631761114225455644757866991297566148528697689098871443094912973938976328479,Figurative+Literal
in the ballpark,17316199579712374106400475619770774858702831001452579646679800854490752781647,Literal
get the boot,34190703330019698197180595082059859369765340180544263034772791889251199469235,Figurative
dot the i's and cross the t's,45789408745378117960943702153968964307302467768579639403032776717284419605087,Figurative
keep tabs on,79005292852198307009732805572770384612043240173532043571248246208671342011201,Figurative
on the wagon,6730795535002060681563854740577785442406111732031742218287378634374095392783,Figurative
ring a bell,24374753196549585723170589665631228712535421464635544674105565956552791021385,Figurative
come up smelling of roses,18384071257998569233095060765861031371995509119034682586584149853563059313090,Random
laughing stock,39128797675669609353340790683059360942416582442171117568733362831908757255297,Figurative+Literal
hold your own,10041843964563896453044291409274261695827413422586321477607552266874068663075,Random
blood is thicker than water,102449203307994803192372209077705829658728759186538827926633043159672374021868,Partial Literal
up to scratch,80377377217758769604228610412195707459132523555235877542948535218111899198941,Figurative
hit the road,26360064121324468109280670679002745094794792474697496651844259162189739901442,Figurative+Literal
pound the pavement,57620586851872173322909515163173463077767653648490470196494801572370256006537,Figurative+Literal
walk all over,112427060859294027091313210322762347644961957186448215541009704999924392526042,Figurative
see the elephant,99349746678662808919761597497349828357993819558698819341172028188196197482774,Random
bush telegraph,50006552585431658687519832693689693317956559952288786124199488942737267785583,Partial Literal
tie the knot,94918412839764425530768054981484380075706688294147636614850046330202854585305,Figurative
pound the pavement,87062235269916257570281480570188896050550195744036347423737468078197319489155,Figurative+Literal
heads will roll,63706241105000335873917995039219892466282882761200412752654159602345548098977,Figurative
the ball is in someone's court,42413511371342319869011619910045385393897936787890744881489521647425670538891,Random
kick the bucket,92009406300651756926163761058275636182791974068184299557142769979198392991185,Random
hack it,54176941254141521716408702693400537043184389464347161303178870623936179362608,Random
with a will,83009286034511555194855955491976745613019570383537787353671535218194842193509,Figurative
dead in the water,82755224148641919961144285774591323281870100232838457108063206474328159149289,Partial Literal
in the long term,70889746836205285990842656799575347040774966145748755519771580151053183116502,Figurative
bell the cat,38717160567675711597772170001794250712742923148683378730535737075306246462988,Random
ring off the hook,55199280599132665613506345153956545719759321800189464935740602742778615650369,Partial Literal
on the money,20416239607916891533877896629164185543456208051596275200023950303802329558478,Literal
be left holding the baby,105597009072791548611905232462274501760272341251963527884800563829739515551143,Random
take someone to the cleaners,91278295777018045319674316065594708905106097495177664217760746981351552573199,Random
twist someone's arm,54590495668136413533832624959165945169054800808610815852893686517408990123745,Random
take the count,27419113289878059768694136933956618590942712199451182198732273824582900281195,Random
blow someone's mind,68494178264593523420787646769546096948764173752768404342157634655084249132668,Figurative
give someone the eye,94691708283485264958879520656372539287878611459386451962917842501609615255725,Figurative+Literal
within living memory,1602335409944832622923712701941750966437780381825627647541851541562352152171,Figurative
out of sight,21761429723090843900975712694844808635435802364839996110135049181102065429464,Random
live in sin,47364713791708181246250208599274880280133025099841893802384334784617149073444,Random
paint the town red,64666563428759130817616516614694562804416202146193432957096955129353869885298,Random
not on your life,23054329814753806540341015578519111562695073126669999116282537759830679075711,Random
blow off steam,10634299665958584178541702948041800707372544389109999158284908345638006407989,Figurative
up a tree,18008694416937310425013748525791943600487837811335757353628919653227226153996,Partial Literal
full marks,102479570693699379350694946853728497030636275971796264095762196421397481804834,Random
take to the hills,59020296399957440909879814827417826606548923084422163055374664967531931465311,Partial Literal
lead someone up the garden path,53380678217581214932969821785014520474435157167960978117442200956261045566196,Random
out and about,16970808389484745105928753947424067864928060116253954302786147885632352707623,Figurative
ring off the hook,26863554508587418214929440229500930870008380927854183882279007817045861119080,Partial Literal
haul someone over the coals,39177729207214467009771422113944861494242021829582625007522033062750446958350,Random
hand in glove,109756633147425231802407167343839766281232121138784770707080198524051103720243,Literal
come to terms with,45949288081047053315442436201375011497733358336313467817674154090093418458635,Figurative
ruffle someone's feathers,105501045676813687904142973925262758805659748894240686380147765779987648483497,Figurative
light at the end of the tunnel,2469232132414321976736290923905670762429279002679467935142700887519076786458,Random
long in the tooth,37904288314461905288786279651332015617785797336434226902014946671765433396559,Literal
come a cropper,85602680767828648827298111763694019335635711597690870138019636840170427963485,Figurative
turn someone's head,45384182390872074855082337194637448282147407378872843504817429692819188952495,Figurative
on the trot,60244475367017077625554312002819925926590340417887999140751261965564791179653,Literal
over the moon,22872258518400133797582037828477543239830104730968136348153291140372075810638,Figurative
by a long shot,15284812076041012202541110294973036719750837678324489505156053211347007958659,Random
on the ball,363487077469381156961238061471490242792707476414758123046749707709426790675,Random
lose your shirt,61339307288640633629698279951001160529532964836185013217187251140089275643494,Random
out of the running,83323112504982508921388218683465002860065157222798145364951527467396980211547,Random
beat the clock,83577992113919851200707907671876683402819634696816634431277618835315914151408,Random
take it on the chin,57425863143402462391851832869592224471370357437464569544522529953447511857293,Partial Literal
moment of truth,10033469539999312659305927691584010659794766676533724080544527490991442720959,Random
on the wagon,87448662733572838295375476999488556736705508211270531033766084301734838847175,Literal
take up the gauntlet,99158440016741235336255031101741883945336022573906183774119650969395766012754,Literal
haul someone over the coals,107087530657129697844614955480962178710689040026512617608086601928072170884569,Figurative
use a sledgehammer to crack a nut,50242128516908102994477509136221920606529892600866202228096907840645452297420,Figurative+Literal
put words in someone's mouth,22601086275710673824018595225077829553115663190898495103051184664785818483577,Random
at sea,109085989787457328389806815551638974464105011999239362985881710227234449999731,Literal
jockey for position,17689042665848473438733421743724193051041190771774884131394807149137626315657,Figurative+Literal
have someone on toast,22053722592035789601241989005948052071559290678038311455523144169090727959350,Partial Literal
on the back burner,27803115836777622144565764048658346753128036647781523865381690447041624044057,Literal
get under someone's skin,17254388337722164418938536506652131623339924934588915814443387890095187689963,Figurative
over the moon,53001129822731301300438318017968079690241536221689626161377006101078804532475,Figurative
press the panic button,105194463515279909864898246516624009063245432704764925202996595695172931914123,Literal
touch wood,99511034465249228444964364938089299409867880663083333883957278673260159001521,Literal
pull the wool over someone's eyes,41378469538926306203150390553818445534909302885467222062266442441426564418732,Random
full marks,55032625043935942592462536986392192983599218968557939671606679082974246238718,Figurative+Literal
go to ground,72468481856014139507133027027858910855203858506247006792224681986197001505751,Random
from the horse's mouth,37715527503078994187368034909371521668669812868298540663147508387815026245436,Random
all over the shop,44855868190282918693234141857400561888519537561925415293426751357607707100124,Figurative
rise and shine,53719393365455510894490011392830580505638671899892072330438219031430331255577,Random
rub shoulders,28349404810587739634449027309564432339743413912664113897952454262348612961817,Figurative+Literal
turn a blind eye,52438739825611931575598667089820100632854084000875652339772138180092757169144,Random
neck of the woods,49437413368964274413149007571305477141183294783748921503510802542359524368571,Random
in the dock,62283489777085118705666840433606809761818230318501856857905371179932380079321,Figurative
go bananas,54326195614108357604611460522954047799559359871258002611056528709195011286213,Random
prop up the bar,37181814250883559942004822022170454217342908441697705065018291644268419533536,Figurative+Literal
make the grade,9834455000195734760408643756836010071140873607513124119017150928688040623084,Figurative+Literal
banana republic,1536795374962046962643089068678660136062421176129024691351224280327886898633,Figurative
turn tail,78536682855728607817536003853985531599114836377996783643054586197581067346536,Figurative
on the skids,61266209561728604941842834604961819797688030153340760184276260482583297108547,Figurative
out and about,81326407737458271840739604724275765642024096829641602060978567345617676191553,Figurative
on the ropes,82605143805147503309609800098960902692369335705524543840987327615886117310839,Random
whoop it up,84240420690871071318016716943076325746329150685290571537619430964756920731116,Figurative
out of sight,58426757977410476449170063694235627517043261807302785000865550084049874578350,Figurative
in two shakes,96088710811632925680581792891829168741016410627138666474592024394607926019391,Random
couch potato,44265963656166928878620362817113354211672126471825443345041439229524379424093,Literal
round the bend,111950370738231649045445472439834475657160822569070525372209449737148202866529,Figurative
turn the other cheek,16205804707846565508955471908014880923604092789680119562164102954227826888836,Random
follow suit,69704525349768998908859299609714055868636594352169440113683833375102433338928,Figurative
crystal clear,8029155341084984151110178164698464277021255111801241142789125581252233386264,Random
greasy spoon,42504749925777702585794678519616337445511957791584027038482505842956402400521,Figurative
get wind of,54326195614108357604611460522954047799559359871258002611056528709195011286213,Random
all the rage,112832739241993075617318217881965113970553950952178255133156432478725265187839,Figurative
kick up your heels,101343998978807234278864699848015869509879885287906033474771416608033702534310,Figurative+Literal
add fuel to the fire,34093830903413226241770695166271189386653401236793288775624853167927463663873,Random
in the long term,2075091560562206675018523365212002250148866259281968213007131153181049682422,Figurative
cross swords,107293664454796290538811689155036207465738745847031953571311000115772395640404,Figurative
get under someone's skin,82386186356528630662958523284379495473596586212134122352056312340583799391774,Random
fight shy of,74022973248870816113746351345103222886172653481049565857028206541313250137986,Figurative
paint the town red,40720817175357611397852783693474097251447487577013979472614895214933758805102,Figurative
get off the ground,99610005807715156186672328045998963898404045164837242568847671360724943176781,Figurative
under lock and key,16848489499894739244910965369684571882725492802605957652650773299306972312935,Random
out of sight,19239874680975822499070936971960125732109309810296150485826306911040215385235,Figurative
from scratch,53541815071261796552200273791150028689283254745182857950001848947631089077309,Figurative
get under someone's skin,99749651187359637137465433848974621436857880003729566684497962978106801712202,Figurative
to boot,29059475754095669126248247307441517691518848655335304388345068469776348273238,Partial Literal
one in the eye for,110571543398320301251156585961803539195134907055943989764592320955745986839075,Random
name names,85192924261453668926517780882013879597115903863779952163567456116730691948754,Random
par for the course,66709373622681943020261823304049011878545132243922222614853234598747141966717,Random
slap on the wrist,67785924340253281791177050019707964134368535971001013470833893862186960959605,Figurative
few and far between,43227904987862567094253657955916268030119028595251258839850884244091314798202,Literal
on the cards,32190476099957336382324078560095922793071626648030059308297616276131993949726,Random
the plot thickens,112708073059135957163950168639674755070766262870845402240822359062677649310008,Random
part company,48535460394695195283097169774404553090405334633406516616647122818747017489486,Figurative
on the trot,45110431759755942627660496288831205102948650833519271052631295815346189610276,Random
hit the ceiling,58487035887510128297151275373777011678960846625140112645147144907576399269924,Literal
throw a curve,63412095491427909746358300336969418904815273969009557983009338326217167382421,Literal
put your shoulder to the wheel,67656595811373165601130012157885940909552596219338557978362629841654924114453,Random
jockey for position,20798786001546546092217580426073432957498261333032518336296479632722762445772,Figurative+Literal
go to seed,81138032624409557734210099785182899839355586293941754876618837203814419553363,Literal
show a leg,97195352609210730617675070489474500173829679938134922865818564851785020760467,Random
be all ears,47337043894315533331327889785767234087315211144771453054952129834931967418148,Random
run amok,102479570693699379350694946853728497030636275971796264095762196421397481804834,Random
broad in the beam,98025532571972514739197474303154749563501963875560792885222964937200049936371,Figurative
on the skids,87974315133023703938201674485008048301928242191519479389642067051940187652316,Random
for a song,8748728759548859407938549030744470300529482079770950255074538210393113967622,Partial Literal
out of the running,27543903416736043302499556537256158080936780604101801193336033198370387887013,Partial Literal
with bated breath,103343127478807918234849226730352291650256632402576532997737333755595200613434,Figurative
come rain or shine,36043797971255582138136706402600869750342445753562826958033495464258348081539,Figurative
high and dry,77159903784970735609933409629664816871727438817487531682003976648507282718658,Figurative
shoot from the hip,98278528748787357280575819261291924512465999043009630846775129492180977406282,Literal
go to seed,73580760325660549702512620041491514149200655153540939987786302569583408126850,Random
hold the line,110483886753983939340499507671605959112514921174191807354179071828808734357686,Random
crystal clear,82154666055538702666310514939575864066937947034229134390608001281516575607443,Random
pull the plug,52933346527486218115111764374764482811124840311732397258708209872238890233992,Literal
take a bow,89489958197500662240838735145254758842275476624962614680175580043237239752283,Figurative
lock horns,9557441772249166389592025329446224413909261464179515798996784435212275088823,Random
blaze a trail,73059163735505500844588309933839060593957022845211410646570436437842314023041,Random
come a cropper,68486579463667520756873002445691651343125010858704471815349500938927253622221,Figurative
come unstuck,85561938803950783791028630026269025159726996161399371060051112516784644066990,Figurative
get your skates on,106947210063276907506761712194838513344481729588695085145749341428329268248817,Figurative
for a song,107471052341290887401347931546610828346375767494646588587225861563776252714758,Random
buy the farm,3368029467588037720382613127995845921279046399766241931799792131083772667191,Figurative
hit the ground running,26765419581349205740060953948726787501813862940205431268878977720883479920433,Figurative+Literal
out of this world,4776948787746724796769614672653551991534393985580499063546450935244369664520,Random
